loan_id,customer_id,branch_id,loan_type,loan_amount,interest_rate,loan_term,loan_status,disbursement_date
LOAN001447,CUST001365,BR011,Business Loan,4274136,8.95,37,Active,2020-05-30
LOAN001448,CUST004312,BR071,Business Loan,,8.54,26,Active,2026-05-10
LOAN001449,CUST001035,BR027,Personal Loan,837752,12.64,21,Closed,2025-12-29
LOAN001450,CUST000541,BR145,Auto Loan,359871,16.12,33,Active,2022-09-06
LOAN001451,CUST001512,BR083,Home Loan,2965344,10.37,234,Closed,2026-02-10
LOAN001452,CUST000943,BR097,Business Loan,4456104,10.98,91,Active,2025-07-18
LOAN001453,CUST004460,BR131,Gold Loan,490770,13.46,15,Active,2019-05-01
LOAN001454,CUST004316,BR031,Personal Loan,222097,15.86,31,Closed,2023-07-09
LOAN001455,CUST003021,BR041,Home Loan,5277577,8.56,219,Active,2020-12-25
LOAN001456,CUST003662,BR066,Home Loan,1554936,9.4,161,Pending Approval,2025-08-10
LOAN001457,CUST001119,BR108,Gold Loan,176040,9.22,16,Active,2023-10-29
LOAN001458,CUST004635,BR044,Auto Loan,510034,14.67,50,Closed,2020-07-17
LOAN001459,CUST003834,BR040,Personal Loan,792652,16.11,17,Active,2025-04-24
LOAN001460,CUST000788,BR111,Education Loan,1938439,8.55,45,Active,2025-09-09
LOAN001461,CUST002534,BR009,Auto Loan,1315022,14.59,69,Active,2024-12-04
LOAN001462,CUST003279,BR123,Education Loan,1869561,9.97,106,Closed,2024-05-20
LOAN001463,CUST000559,BR129,Gold Loan,160283,15.45,9,Active,2022-01-07
LOAN001464,CUST001160,BR017,Personal Loan,108908,12.74,35,Active,2026-03-11
LOAN001465,CUST000331,BR094,Auto Loan,1206015,15.13,47,Active,2015-03-26
LOAN001466,CUST001513,BR032,Personal Loan,105040,14.46,35,Closed,2020-03-30
LOAN001467,CUST000547,BR031,Auto Loan,483625,10.01,63,Active,2023-06-05
LOAN001468,CUST002695,BR007,Personal Loan,856627,12.88,50,Active,2026-07-10
LOAN001469,CUST000696,BR106,Personal Loan,723556,13.35,37,Active,2023-10-11
LOAN001470,CUST001913,BR105,Gold Loan,356228,11.2,11,Active,2022-12-21
LOAN001471,CUST001238,BR040,Gold Loan,116698,7.87,33,Active,2017-08-25
LOAN001472,CUST002839,BR095,Business Loan,2616449,12.87,43,Closed,2025-10-08
LOAN001473,CUST002047,BR002,Home Loan,6130687,10.78,160,Active,2025-11-30
LOAN001474,CUST001919,BR036,Personal Loan,350732,9.48,26,Active,2021-12-02
LOAN001475,CUST002373,BR054,Gold Loan,477903,7.96,35,Defaulted,2025-12-23
LOAN001476,CUST003763,BR097,Education Loan,667430,-2.0,58,Active,2019-07-30
LOAN001477,CUST003687,BR100,Personal Loan,696033,9.09,26,Active,2014-01-19
LOAN001478,CUST001180,BR066,Personal Loan,68201,7.84,28,Active,2026-05-25
LOAN001479,CUST004257,BR050,Auto Loan,534899,8.99,51,Closed,2021-06-23
LOAN001480,CUST000362,BR105,Education Loan,2175627,10.24,99,Active,2016-07-22
LOAN001481,CUST002817,BR068,Education Loan,1976175,8.98,102,Active,2019-04-25
LOAN001482,CUST003920,BR123,Home Loan,6931293,9.16,221,Active,2026-06-04
LOAN001483,CUST003831,BR078,Personal Loan,291109,10.64,23,ACTIVE,2021-12-16
LOAN001484,CUST004473,BR028,Auto Loan,367445,10.3,29,Active,2023-12-02
LOAN001485,CUST001816,BR125,Education Loan,1293500,14.26,111,Closed,2022-11-10
LOAN001486,CUST004116,BR098,Home Loan,6117320,9.08,124,Closed,2020-01-08
LOAN001487,CUST004515,BR122,Auto Loan,1288187,11.45,43,Active,2022-12-30
LOAN001488,CUST002237,BR090,Home Loan,2295535,9.72,145,Active,2022-01-28
LOAN001489,CUST002620,BR126,Personal Loan,727643,13.73,56,Active,2026-07-23
LOAN001490,CUST002220,BR061,Personal Loan,277327,9.29,54,Active,2025-01-01
LOAN001491,CUST001687,BR047,Home Loan,5204587,12.0,137,Active,2024-07-18
LOAN001492,CUST001544,BR054,Home Loan,8288061,16.39,148,Active,2022-08-30
LOAN001493,CUST001036,BR122,Auto Loan,1057818,14.56,67,Closed,2024-07-29
LOAN001494,CUST002337,BR146,Auto Loan,1324467,8.65,72,Active,2023-02-13
LOAN001495,CUST004798,BR044,Gold Loan,435482,11.05,30,Active,2026-01-30
LOAN001496,CUST000174,BR008,Personal Loan,240896,13.14,16,Active,2020-01-26
LOAN001497,CUST000728,BR008,Home Loan,8548222,14.86,225,Pending Approval,2024-09-03
LOAN001498,CUST003351,BR100,Personal Loan,405404,10.38,20,Pending Approval,2026-05-16
LOAN001499,CUST003740,BR090,Education Loan,1188285,15.69,61,Defaulted,2019-10-21
LOAN001500,CUST003517,BR131,Home Loan,7588742,8.49,170,Active,2025-04-06
LOAN001501,CUST001300,BR144,Home Loan,5397894,9.27,133,Active,2026-01-08
LOAN001502,CUST004090,BR138,Education Loan,1399035,11.83,88,Active,2021-02-03
LOAN001503,CUST000009,BR115,Home Loan,8394034,16.36,135,Closed,2015-10-06
LOAN001504,CUST003230,BR107,Personal Loan,188709,15.31,34,Active,2025-08-29
LOAN001505,CUST004880,BR088,Personal Loan,284562,14.53,26,Closed,2023-12-17
LOAN001506,CUST000890,BR061,Home Loan,4178697,10.34,144,Active,2025-11-03
LOAN001507,CUST004931,BR010,Business Loan,1432537,14.12,54,Active,2024-11-24
LOAN001508,CUST004293,BR009,Auto Loan,1682966,8.28,32,Closed,2022-05-10
LOAN001509,CUST001436,BR011,Personal Loan,145496,14.28,58,Closed,2023-04-28
LOAN001510,CUST001877,BR099,Personal Loan,240014,13.92,27,Active,2022-12-25
LOAN001511,CUST001290,BR099,Auto Loan,362673,,74,Active,2023-07-19
LOAN001512,CUST003199,BR116,Education Loan,1093861,10.11,93,Active,2025-09-06
LOAN001513,CUST003985,BR067,Personal Loan,183858,11.61,19,Pending Approval,2020-09-23
LOAN001514,CUST001068,BR047,Auto Loan,608328,14.55,27,Closed,2025-04-10
LOAN001515,CUST003406,BR103,Personal Loan,359106,16.38,29,Active,2022-05-24
LOAN001516,CUST002050,BR069,Home Loan,7601244,15.04,239,Active,2021-12-11
LOAN001517,CUST001078,BR140,Personal Loan,703717,12.99,38,Defaulted,2026-04-14
LOAN001518,CUST003146,BR024,Auto Loan,1438487,11.06,35,Active,2024-02-03
LOAN001519,CUST002280,BR007,Personal Loan,918472,14.15,13,Pending Approval,2020-08-27
LOAN001520,CUST003281,BR028,Home Loan,5565464,8.09,199,Active,2026-02-22
LOAN001521,CUST003231,BR111,Gold Loan,189092,14.28,19,Active,2026-07-27
LOAN001522,CUST001520,BR117,Education Loan,202470,10.51,92,Closed,2020-04-23
LOAN001523,CUST001632,BR042,Gold Loan,414774,0.0,10,Active,2018-02-05
LOAN001524,CUST002986,BR039,Personal Loan,695019,14.53,41,Active,2025-11-19
LOAN001525,CUST000566,BR051,Education Loan,1282884,7.53,108,Active,2022-11-28
LOAN001526,CUST000020,BR094,Auto Loan,1050520,15.87,49,Closed,2017-09-10
LOAN001527,CUST000422,BR039,Personal Loan,920478,10.63,37,Active,2021-05-23
LOAN001528,CUST002969,BR051,Personal Loan,542789,10.93,29,Pending Approval,2026-07-20
LOAN001529,CUST003616,BR048,Auto Loan,1072607,8.41,79,Closed,2011-05-12
LOAN001530,CUST004538,BR073,Home Loan,4116361,13.33,125,Pending Approval,2020-04-27
LOAN001531,CUST003861,BR018,Home Loan,8366972,11.29,170,Active,2022-01-14
LOAN001532,CUST002657,BR090,Auto Loan,454160,16.0,48,Active ,2021-05-30
LOAN001533,CUST003517,BR148,Education Loan,1945303,10.35,105,Closed,2026-07-13
LOAN001534,CUST002199,BR118,Home Loan,1619234,7.51,154,Active,2018-09-02
LOAN001535,CUST004319,BR094,Personal Loan,121202,11.87,55,Closed,2022-06-21
LOAN001536,CUST002354,BR047,Education Loan,1358365,14.7,71,Active,2025-02-13
LOAN001537,CUST004423,BR121,Personal Loan,431966,,15,Active,2018-03-23
LOAN001538,CUST000434,BR024,Home Loan,1728793,10.47,200,Active,2022-11-07
LOAN001539,CUST002000,BR012,Auto Loan,733678,15.83,27,Active,2019-03-27
LOAN001540,CUST002106,BR060,Business Loan,3489270,9.08,49,Active,2024-10-27
LOAN001541,CUST001916,BR084,Gold Loan,323466,16.07,18,Active,2026-01-28
LOAN001542,CUST004146,BR112,Gold Loan,74108,12.91,21,Active ,2025-07-06
LOAN001543,CUST001983,BR102,Business Loan,1979045,13.99,30,Closed,2025-05-24
LOAN001544,CUST004708,BR023,Gold Loan,440251,15.96,34,Closed,2025-06-07
LOAN001545,CUST800016,BR097,Personal Loan,911488,15.21,42,Pending Approval,2026-05-01
LOAN001546,CUST000899,BR006,Gold Loan,156550,8.6,10,Active,2024-12-08
LOAN001547,CUST004782,BR045,Education Loan,905450,8.58,48,Active,2020-02-23
LOAN001548,CUST003484,BR030,Education Loan,305574,14.44,107,Active,2026-03-13
LOAN001549,CUST002581,BR107,Gold Loan,167654,11.28,32,Active,2023-08-27
LOAN001550,CUST002550,BR149,Home Loan,6164256,12.06,152,Active,2026-07-21
LOAN001551,CUST002006,BR005,Auto Loan,1193679,13.76,40,PENDING,2024-02-13
LOAN001552,CUST004705,BR039,Education Loan,1794166,14.41,75,closed,2021-02-13
LOAN001553,CUST004330,BR105,Personal Loan,79833,16.18,31,Defaulted,2025-05-05
LOAN001554,CUST002273,BR109,Home Loan,2264215,14.1,141,Active,2016-10-29
LOAN001555,CUST003571,BR044,Home Loan,5351046,16.29,220,Active,2026-04-01
LOAN001556,CUST001098,BR150,Auto Loan,544543,7.7,36,Closed,2026-07-09
LOAN001557,CUST002018,BR012,Auto Loan,193261,12.87,62,Closed,2026-03-06
LOAN001558,CUST000226,BR064,Personal Loan,316379,8.13,17,Active ,2026-04-14
LOAN001559,CUST001642,BR006,Gold Loan,345550,16.24,32,Active,2022-07-06
LOAN001560,CUST003757,BR046,Education Loan,1607027,11.31,66,Active,2026-03-29
LOAN001561,CUST001803,BR051,Auto Loan,1679253,11.05,68,Closed,2025-03-15
LOAN001562,CUST003598,BR081,Education Loan,827744,13.68,47,Closed,2025-08-15
LOAN001563,CUST004918,BR095,Personal Loan,741633,14.77,37,Closed,2015-08-06
LOAN001564,CUST004633,BR137,Personal Loan,214079,8.29,35,Active,2016-02-24
LOAN001565,CUST001755,BR117,Gold Loan,195249,12.69,23,Closed,2013-05-18
LOAN001566,CUST000303,BR042,Gold Loan,484595,15.68,31,Closed,2024-07-07
LOAN001567,CUST004509,BR097,Auto Loan,1037403,13.48,49,Active,2025-08-25
LOAN001568,CUST004913,BR113,Personal Loan,368280,9.02,53,Closed,2024-02-03
LOAN001569,CUST004681,BR014,Education Loan,200405,10.38,90,Defaulted,2024-05-01
LOAN001570,CUST000923,BR060,Education Loan,209473,8.39,112,Active,2024-12-19
LOAN001571,CUST000368,BR118,Personal Loan,224428,10.62,17,Closed,2014-05-13
LOAN001572,CUST002806,BR059,Personal Loan,633650,12.78,34,Active,2022-05-10
LOAN001573,CUST003188,BR133,Gold Loan,122308,12.36,12,Active,2020-03-04
LOAN001574,CUST002827,BR022,Gold Loan,141409,12.34,7,Active,2022-08-22
LOAN001575,CUST000244,BR007,Home Loan,7764532,15.48,143,Active,2025-10-28
LOAN001576,CUST000205,BR085,Gold Loan,153651,8.41,21,Active,2013-12-03
LOAN001577,CUST001880,BR123,Personal Loan,698173,12.26,38,Active,2026-02-06
LOAN001578,CUST003121,BR010,Personal Loan,548199,8.66,33,Closed,2024-04-05
LOAN001579,CUST001172,BR077,Personal Loan,627113,8.62,49,Active,2022-08-30
LOAN001580,CUST001698,BR098,Personal Loan,103053,13.22,59,Active,2016-02-26
LOAN001581,CUST002984,BR116,Education Loan,155887,8.06,48,Closed,2025-01-12
LOAN001582,CUST004177,BR133,Auto Loan,861595,9.78,52,Defaulted,2020-04-28
LOAN001583,CUST002638,BR007,Personal Loan,427470,15.94,53,Closed,2024-02-19
LOAN001584,CUST002663,BR043,Auto Loan,1361124,14.09,67,Active,2018-02-20
LOAN001585,CUST001251,BR150,Personal Loan,144503,15.45,33,Active,2026-03-22
LOAN001586,CUST000372,BR070,Personal Loan,678472,10.43,59,Active,2024-09-04
LOAN001587,CUST003467,BR086,Business Loan,512385,15.74,90,Active,2018-04-10
LOAN001588,CUST002820,BR061,Auto Loan,1524786,13.87,65,Pending Approval,2025-04-23
LOAN001589,CUST000941,BR111,Education Loan,244717,8.01,45,Active,2023-04-10
LOAN001590,CUST004801,BR110,Auto Loan,219735,13.1,75,Active,2012-10-22
LOAN001591,CUST002309,BR059,Auto Loan,1780538,7.79,72,Active,2025-01-17
LOAN001592,CUST004089,BR123,Auto Loan,899313,11.98,82,Active,2020-07-18
LOAN001593,CUST001455,BR070,Personal Loan,476340,8.25,22,Active,2021-08-06
LOAN001594,CUST003735,BR056,Business Loan,3746277,7.64,84,Active,2024-07-20
LOAN001595,CUST001056,BR136,Personal Loan,304791,15.5,30,Closed,2026-07-27
LOAN001596,CUST004517,BR908,Education Loan,1068332,14.19,97,Active,2026-03-28
LOAN001597,CUST003802,BR096,Auto Loan,873384,9.65,30,Closed,2025-12-11
LOAN001598,CUST003517,BR010,Personal Loan,262355,14.21,29,Active,2025-04-28
LOAN001599,CUST001859,BR148,Personal Loan,559077,7.58,43,Pending Approval,2019-12-21
LOAN001600,CUST000825,BR087,Education Loan,119604,16.19,90,Active,2023-05-10
LOAN001601,CUST003196,BR092,Home Loan,7923945,10.72,156,Closed,2026-07-04
LOAN001602,CUST001885,BR075,Gold Loan,33489,13.75,35,Active,2021-07-17
LOAN001603,CUST003309,BR071,Education Loan,584533,10.88,36,Closed,2019-04-19
LOAN001604,CUST000479,BR007,Education Loan,523223,12.38,63,Active,2026-01-21
LOAN001605,CUST001284,BR115,Home Loan,5283192,9.48,226,Active,2023-11-21
LOAN001606,CUST002468,BR130,Business Loan,4553195,15.76,41,Closed,2025-03-28
LOAN001607,CUST002711,BR061,Home Loan,5948840,13.7,139,Closed,2022-12-29
LOAN001608,CUST001265,BR066,Personal Loan,596279,8.14,48,Active,2026-03-15
LOAN001609,CUST002431,BR019,Personal Loan,698196,9.48,59,Closed,2024-01-14
LOAN001610,CUST003561,BR124,Gold Loan,164303,8.24,7,Closed,2020-01-04
LOAN001611,CUST000083,BR107,Education Loan,2147469,8.79,41,Active ,2017-06-20
LOAN001612,CUST000394,BR066,Personal Loan,707269,8.0,45,ACTIVE,2024-03-28
LOAN001613,CUST002557,BR147,Education Loan,2288757,16.28,90,Closed,2016-10-09
LOAN001614,CUST000383,BR049,Home Loan,5311442,13.44,193,Active,2023-10-13
LOAN001615,CUST000336,BR016,Personal Loan,764173,12.57,59,Active,2013-09-03
LOAN001616,CUST004757,BR069,Home Loan,6778187,13.46,191,Active,2025-03-12
LOAN001617,CUST000987,BR118,Home Loan,1834847,13.8,128,Closed,2018-03-04
LOAN001618,CUST004251,BR048,Business Loan,1487809,12.59,51,Defaulted,2025-04-18
LOAN001619,CUST002088,BR132,Auto Loan,1290114,14.63,52,Active,2018-08-04
LOAN001620,CUST001767,BR023,Home Loan,6288166,12.72,126,Active,2025-03-03
LOAN001621,CUST003146,BR071,Personal Loan,215713,8.79,49,Active,2026-03-19
LOAN001622,CUST000031,BR084,Gold Loan,465290,8.78,24,Active,2024-02-05
LOAN001623,CUST001505,BR136,Personal Loan,821425,8.27,45,Closed,2023-01-31
LOAN001624,CUST001427,BR008,Gold Loan,374189,9.27,14,Pending Approval,2020-12-02
LOAN001625,CUST000046,BR147,Home Loan,7540067,7.88,179,Closed,2016-04-10
LOAN001626,CUST001258,BR003,Personal Loan,267719,11.38,35,Active,2019-02-14
LOAN001627,CUST001720,BR064,Auto Loan,704485,9.29,40,Defaulted,2026-07-01
LOAN001628,CUST003720,BR073,Personal Loan,819560,13.08,43,Closed,2020-03-26
LOAN001629,CUST002038,BR087,Education Loan,777043,16.22,74,Active,2023-01-19
LOAN001630,CUST002362,BR103,Gold Loan,115598,10.04,12,Active,2025-12-13
LOAN001631,CUST001028,BR035,Home Loan,7953563,8.21,227,Active,2026-03-14
LOAN001632,CUST002848,BR134,Personal Loan,358877,12.91,18,Closed,2025-11-08
LOAN001633,CUST004520,BR072,Gold Loan,404892,10.25,12,Closed,2024-12-22
LOAN001634,CUST004453,BR042,Auto Loan,557181,10.67,40,Active,2025-11-24
LOAN001635,CUST004697,BR133,Personal Loan,955453,16.42,20,Active,2023-07-19
LOAN001636,CUST002082,BR082,Auto Loan,1726829,10.65,61,CLOSED,2023-12-16
LOAN001637,CUST004296,BR045,Home Loan,4692158,10.47,122,Active,2016-12-06
LOAN001638,CUST000037,BR139,Business Loan,1448758,9.35,76,Active,2026-03-16
LOAN001639,CUST002285,BR048,Education Loan,1933930,14.34,92,Defaulted,2016-05-23
LOAN001640,CUST004769,BR014,Personal Loan,654527,12.87,15,Active,2024-04-14
LOAN001641,CUST002906,BR073,Personal Loan,,8.51,41,Active,2016-08-28
LOAN001642,CUST002657,BR048,Education Loan,1681268,14.65,59,Active,2021-10-13
LOAN001643,CUST004909,BR036,Auto Loan,747475,15.08,62,Defaulted,2023-10-10
LOAN001644,CUST000561,BR027,Auto Loan,150605,11.96,80,Closed,2026-06-03
LOAN001645,CUST003940,BR109,Home Loan,2549036,8.82,199,Closed,2024-08-19
LOAN001646,CUST004186,BR094,Auto Loan,712983,13.42,33,Active,2025-08-29
LOAN001647,CUST003249,BR046,Business Loan,1935141,14.22,57,Active,2026-03-21
LOAN001648,CUST000962,BR148,Personal Loan,355603,15.82,55,Closed,2024-02-06
LOAN001649,CUST004932,BR141,Education Loan,2154796,11.16,80,Active,2018-07-08
LOAN001650,CUST003526,BR099,Home Loan,5402350,10.91,120,Active,2026-07-17
LOAN001651,CUST003265,BR031,Education Loan,1118633,11.85,108,Active,2023-02-14
LOAN001652,CUST001688,BR133,Education Loan,414797,12.99,82,Active,2026-06-24
LOAN001653,CUST000181,BR128,Home Loan,5662022,11.88,166,Closed,2024-06-10
LOAN001654,CUST004684,BR106,Business Loan,753491,13.91,85,Active,2026-02-01
LOAN001655,CUST004137,BR118,Business Loan,2317245,12.72,48,Active,2025-10-28
LOAN001656,CUST002859,BR095,Auto Loan,362495,,80,Active,2023-06-03
LOAN001657,CUST001837,BR098,Education Loan,2148184,8.78,87,Active,2024-04-26
LOAN001658,CUST001401,BR051,Personal Loan,344393,11.08,33,Active,2024-12-13
LOAN001659,CUST001722,BR120,Home Loan,4781170,7.56,137,Active,2014-11-01
LOAN001660,CUST001812,BR108,Auto Loan,466168,14.88,81,Active,2024-06-13
LOAN001661,CUST002158,BR148,Gold Loan,,14.05,34,Active,2023-02-25
LOAN001662,CUST002348,BR016,Auto Loan,358442,15.53,82,Active,2026-03-17
LOAN001663,CUST000118,BR030,Business Loan,4083355,13.98,38,Closd,2025-11-08
LOAN001664,CUST004470,BR004,Business Loan,2899674,12.49,40,Closed,2017-12-06
LOAN001665,CUST001767,BR008,Personal Loan,277523,14.29,53,Active,2026-07-05
LOAN001666,CUST002164,BR103,Education Loan,693847,10.98,40,Closed,2017-09-04
LOAN001667,CUST004750,BR037,Education Loan,2498839,10.42,46,Closed,2025-12-07
LOAN001668,CUST002918,BR137,Business Loan,483146,16.01,74,Closed,2018-07-23
LOAN001669,CUST001641,BR088,Personal Loan,566240,9.52,47,Closed,2022-12-05
LOAN001670,CUST000918,BR107,Home Loan,7235689,8.94,170,Active,2026-03-07
LOAN001671,CUST001752,BR031,Home Loan,7028095,11.42,222,Active,2026-06-08
LOAN001672,CUST000953,BR034,Auto Loan,285807,8.11,64,Pending Approval,2015-07-10
LOAN001673,CUST003081,BR129,Gold Loan,483007,11.39,12,Active,2025-09-13
LOAN001674,CUST000620,BR126,Auto Loan,1575433,14.36,25,Pending Approval,2022-08-22
LOAN001675,CUST000247,BR023,Business Loan,3076426,10.59,49,Defaulted,2025-03-07
LOAN001676,CUST000902,BR079,Gold Loan,147490,10.32,9,Active,2013-12-30
LOAN001677,CUST002552,BR075,Business Loan,4744777,10.9,93,Active,2019-02-08
LOAN001678,CUST001702,BR026,Home Loan,8963398,12.47,187,Active,2019-08-20
LOAN001679,CUST004346,BR114,Home Loan,3356830,16.22,226,Defaulted,2021-11-19
LOAN001680,CUST001599,BR094,Business Loan,2340281,9.52,44,Active,2016-04-16
LOAN001681,CUST000886,BR068,Personal Loan,897724,13.15,59,Active,2026-05-29
LOAN001682,CUST003729,BR019,Home Loan,6162665,13.17,170,Active,2024-11-23
LOAN001683,CUST003446,BR125,Personal Loan,535586,13.29,46,Active,2025-10-01
LOAN001684,CUST003196,BR036,Home Loan,3849462,14.88,174,Active,2026-07-19
LOAN001685,CUST002451,BR130,Gold Loan,135338,10.26,9,Active,2026-03-25
LOAN001686,CUST001301,BR111,Business Loan,402173,8.79,69,Active,2023-04-24
LOAN001687,CUST003648,BR015,Education Loan,1526582,11.71,77,Active,2026-07-24
LOAN001688,CUST001285,BR145,Home Loan,7685096,15.71,178,Defaulted,2011-03-30
LOAN001689,CUST002425,BR083,Education Loan,2160344,11.56,100,Active,2026-05-18
LOAN001690,CUST001413,BR053,Home Loan,3813609,11.97,215,Active,2026-05-30
LOAN001691,CUST002343,BR136,Personal Loan,623997,10.46,24,Closed,2025-07-13
LOAN001692,CUST001946,BR030,Home Loan,5762471,16.08,129,Active,2016-11-09
LOAN001693,CUST000336,BR091,Gold Loan,170681,11.96,10,Active,2019-09-30
LOAN001694,CUST002610,BR023,Personal Loan,788391,16.32,16,Active,2020-10-08
LOAN001695,CUST002864,BR099,Gold Loan,211649,-2.0,35,Closed,2023-11-04
LOAN001696,CUST003434,BR085,Home Loan,2216889,16.06,185,Active,2025-05-24
LOAN001697,CUST003336,BR144,Personal Loan,632383,11.66,12,Active,2025-10-12
LOAN001698,CUST002878,BR002,Business Loan,878774,7.65,84,Closed,2026-02-10
LOAN001699,CUST003090,BR070,Personal Loan,54872,10.7,19,Closed,2025-12-02
LOAN001700,CUST001565,BR109,Auto Loan,747379,10.65,74,Closed,2024-12-18
LOAN001701,CUST001237,BR069,Personal Loan,607188,14.98,17,Active,2025-04-07
LOAN001702,CUST002540,BR091,Home Loan,5034199,15.12,150,Active ,2023-08-02
LOAN001703,CUST000938,BR057,Gold Loan,263448,15.58,34,Active,2026-04-18
LOAN001704,CUST004361,BR104,Home Loan,8514837,9.49,212,Active,2019-11-17
LOAN001705,CUST004457,BR006,Auto Loan,591654,14.02,62,Active,2015-11-09
LOAN001706,CUST002851,BR054,Auto Loan,732073,11.77,44,Closed,2020-11-17
LOAN001707,CUST003711,BR090,Home Loan,7244093,8.49,161,Active,2021-10-14
LOAN001708,CUST000535,BR016,Gold Loan,403478,12.39,22,actve,2024-12-02
LOAN001709,CUST001854,BR142,Home Loan,7253462,7.68,163,Active,2026-05-10
LOAN001710,CUST002555,BR145,Personal Loan,311767,13.67,16,Closed,2026-02-05
LOAN001711,CUST000552,BR043,Personal Loan,193354,14.59,41,Active,2025-08-21
LOAN001712,CUST004801,BR126,Home Loan,5521610,13.94,162,Active,2021-11-23
LOAN001713,CUST004851,BR128,Personal Loan,100100,10.79,26,Active,2021-12-25
LOAN001714,CUST002763,BR082,Gold Loan,193373,11.3,33,Active,2019-05-21
LOAN001715,CUST004974,BR120,Business Loan,2421307,13.77,62,Pending Approval,2022-12-25
LOAN001716,CUST000667,BR028,Home Loan,8110524,8.81,195,Closed,2026-07-06
LOAN001717,CUST003609,BR108,Business Loan,4160714,9.26,81,Active,2026-06-07
LOAN001718,CUST004094,BR145,Education Loan,1100934,13.98,63,Active,2023-01-06
LOAN001719,CUST000956,BR093,Personal Loan,484954,8.9,17,Active,2026-05-27
LOAN001720,CUST001442,BR048,Auto Loan,1081178,12.7,46,Active,2014-06-30
LOAN001721,CUST001641,BR069,Personal Loan,367991,8.7,59,Active,2023-05-03
LOAN001722,CUST001870,BR134,Personal Loan,867258,11.01,14,Active,2026-07-07
LOAN001723,CUST001446,BR066,Gold Loan,20738,11.63,8,Active ,2026-02-19
LOAN001724,CUST004852,BR033,Home Loan,8313872,15.18,148,Closed,2024-03-23
LOAN001725,CUST000603,BR109,Personal Loan,333701,11.19,18,Active,2024-11-27
LOAN001726,CUST001000,BR044,Gold Loan,330500,12.73,26,Active,2025-09-10
LOAN001727,CUST002436,BR033,Personal Loan,509031,9.28,54,Active,2020-10-18
LOAN001728,CUST001805,BR051,Personal Loan,417785,12.42,20,Closed,2025-01-27
LOAN001729,CUST004044,BR029,Personal Loan,301513,11.84,32,Active,2022-09-21
LOAN001730,CUST004807,BR062,Business Loan,4772926,11.88,30,Closed,2021-05-12
LOAN001731,CUST001658,BR142,Auto Loan,1610390,15.37,25,Active,2023-08-09
LOAN001732,CUST004488,BR136,Home Loan,8246229,14.87,186,Active,2024-07-25
LOAN001733,CUST003253,BR055,Education Loan,2004846,13.45,44,Active,2020-05-19
LOAN001734,CUST000078,BR141,Home Loan,4082107,16.15,178,Closed,2025-02-08
LOAN001735,CUST000033,BR023,Home Loan,2972720,13.83,201,Defaulted,2023-08-26
LOAN001736,CUST003880,BR012,Auto Loan,1059265,16.36,26,Active ,2017-01-12
LOAN001737,CUST000260,BR117,Home Loan,7308019,14.64,175,Active,2026-06-05
LOAN001738,CUST000539,BR127,Home Loan,3657484,15.84,235,Active,2022-01-12
LOAN001739,CUST003652,BR029,Auto Loan,1232294,10.4,70,Closed,2026-06-07
LOAN001740,CUST002915,BR059,Business Loan,1928920,9.74,79,Active,2015-08-12
LOAN001741,CUST002441,BR063,Home Loan,6420614,14.83,129,Closed,2023-10-21
LOAN001742,CUST003541,BR091,Business Loan,3196546,10.85,70,Active,2024-02-12
LOAN001743,CUST000490,BR033,Auto Loan,358942,10.37,78,Active,2024-08-14
LOAN001744,CUST002473,BR024,Gold Loan,229776,13.0,20,Closed,2024-03-25
LOAN001745,CUST001448,BR017,Auto Loan,1692271,8.07,62,Closed,2022-09-04
LOAN001746,CUST004987,BR018,Personal Loan,299093,14.24,42,Active,2020-09-15
LOAN001747,CUST000023,BR124,Home Loan,7267790,8.26,208,Active,2023-10-16
LOAN001748,CUST002504,BR071,Auto Loan,1025040,8.54,50,CLOSED,2020-10-02
LOAN001749,CUST000201,BR143,Business Loan,4046742,8.8,91,Active,2023-06-11
LOAN001750,CUST000673,BR105,Personal Loan,304164,16.22,23,Active,2017-01-05
LOAN001751,CUST001713,BR079,Personal Loan,151438,7.67,32,Active,2022-02-10
LOAN001752,CUST000182,BR138,Personal Loan,705048,8.45,45,Active,2023-12-23
LOAN001753,CUST003213,BR064,Home Loan,2552044,9.83,224,Active,2020-10-13
LOAN001754,CUST003351,BR148,Home Loan,7342825,15.64,237,Active,2021-11-30
LOAN001755,CUST004007,BR072,Gold Loan,118865,,17,Closed,2024-03-19
LOAN001756,CUST002075,BR124,Education Loan,1270816,15.96,75,Active,2016-07-13
LOAN001757,CUST002900,BR083,Business Loan,1821781,9.04,82,Active,2021-01-01
LOAN001758,CUST003379,BR124,Gold Loan,213033,9.2,34,Active,2026-06-01
LOAN001759,CUST004182,BR012,Gold Loan,258017,7.96,23,Active,2026-07-04
LOAN001760,CUST003230,BR019,Home Loan,6538279,9.02,163,Active,2026-06-12
LOAN001761,CUST000585,BR082,Auto Loan,431070,15.47,43,Active,2025-12-08
LOAN001762,CUST001928,BR064,Personal Loan,423285,11.39,25,Active,2015-03-14
LOAN001763,CUST000484,BR125,Auto Loan,229422,13.07,70,Active,2020-11-05
LOAN001764,CUST001878,BR107,Gold Loan,496429,10.01,33,actve,2023-08-29
LOAN001765,CUST002493,BR133,Business Loan,4466208,9.17,95,Closed,2021-01-29
LOAN001766,CUST002413,BR079,Home Loan,7709077,12.0,195,Active,2026-06-25
